Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-09-22 00:00:00+01:00,1.2292109727859497,1.2292261123657227,1.2234361171722412,1.2294225692749023,0,0.0,0.0
2023-09-25 00:00:00+01:00,1.2242748737335205,1.2251899242401123,1.2196015119552612,1.2241849899291992,0,0.0,0.0
2023-09-26 00:00:00+01:00,1.2214336395263672,1.2215232849121094,1.2160863876342773,1.2213143110275269,0,0.0,0.0
2023-09-27 00:00:00+01:00,1.2146536111831665,1.2164266109466553,1.2129592895507812,1.2146830558776855,0,0.0,0.0
2023-09-28 00:00:00+01:00,1.2137248516082764,1.2223445177078247,1.2121212482452393,1.2135332822799683,0,0.0,0.0
2023-09-29 00:00:00+01:00,1.2208521366119385,1.227144479751587,1.2182493209838867,1.2204796075820923,0,0.0,0.0
2023-10-02 00:00:00+01:00,1.2191107273101807,1.2219561338424683,1.2116365432739258,1.2193039655685425,0,0.0,0.0
2023-10-03 00:00:00+01:00,1.2088828086853027,1.210097074508667,1.2054582834243774,1.209116816520691,0,0.0,0.0
2023-10-04 00:00:00+01:00,1.2078461647033691,1.2175966501235962,1.2042534351348877,1.2078461647033691,0,0.0,0.0
2023-10-05 00:00:00+01:00,1.213651180267334,1.2173891067504883,1.2109030485153198,1.2137395143508911,0,0.0,0.0
2023-10-06 00:00:00+01:00,1.2188730239868164,1.2260762453079224,1.210771083831787,1.2187690734863281,0,0.0,0.0
2023-10-09 00:00:00+01:00,1.222195029258728,1.2224340438842773,1.2164266109466553,1.222090482711792,0,0.0,0.0
2023-10-10 00:00:00+01:00,1.2252498865127563,1.2287729978561401,1.2213293313980103,1.2250398397445679,0,0.0,0.0
2023-10-11 00:00:00+01:00,1.2291958332061768,1.233608365058899,1.2270541191101074,1.229135513305664,0,0.0,0.0
2023-10-12 00:00:00+01:00,1.231693983078003,1.2330759763717651,1.2207180261611938,1.2316333055496216,0,0.0,0.0
2023-10-13 00:00:00+01:00,1.218397855758667,1.2223445177078247,1.2132682800292969,1.2183235883712769,0,0.0,0.0
2023-10-16 00:00:00+01:00,1.2154803276062012,1.2199585437774658,1.2144323587417603,1.215376853942871,0,0.0,0.0
2023-10-17 00:00:00+01:00,1.2212547063827515,1.2216874361038208,1.2134743928909302,1.2211503982543945,0,0.0,0.0
2023-10-18 00:00:00+01:00,1.2178043127059937,1.2211652994155884,1.2140341997146606,1.2178784608840942,0,0.0,0.0
2023-10-19 00:00:00+01:00,1.2143585681915283,1.215894103050232,1.209277629852295,1.214343786239624,0,0.0,0.0
2023-10-20 00:00:00+01:00,1.2137248516082764,1.2160272598266602,1.2094823122024536,1.2137248516082764,0,0.0,0.0
2023-10-23 00:00:00+01:00,1.2163822650909424,1.2236157655715942,1.2143291234970093,1.2163970470428467,0,0.0,0.0
2023-10-24 00:00:00+01:00,1.225144863128662,1.2288333177566528,1.2159533500671387,1.2250248193740845,0,0.0,0.0
2023-10-25 00:00:00+01:00,1.2163230180740356,1.217730164527893,1.2115631103515625,1.216189980506897,0,0.0,0.0
2023-10-26 00:00:00+01:00,1.2102141380310059,1.213194727897644,1.2070443630218506,1.210345983505249,0,0.0,0.0
2023-10-27 00:00:00+01:00,1.2136069536209106,1.2161750793457031,1.2106537818908691,1.213710069656372,0,0.0,0.0
2023-10-30 00:00:00+00:00,1.2113136053085327,1.2165894508361816,1.2092629671096802,1.2113723754882812,0,0.0,0.0
2023-10-31 00:00:00+00:00,1.216519832611084,1.2199287414550781,1.2120037078857422,1.2165746688842773,0,0.0,0.0
2023-11-01 00:00:00+00:00,1.2151259183883667,1.2165154218673706,1.2097749710083008,1.215214490890503,0,0.0,0.0
2023-11-02 00:00:00+00:00,1.2184275388717651,1.2224191427230835,1.2156428098678589,1.2182197570800781,0,0.0,0.0
2023-11-03 00:00:00+00:00,1.2190959453582764,1.2374552488327026,1.2185462713241577,1.2191851139068604,0,0.0,0.0
2023-11-06 00:00:00+00:00,1.2372256517410278,1.2429462671279907,1.2366900444030762,1.237378716468811,0,0.0,0.0
2023-11-07 00:00:00+00:00,1.2344460487365723,1.2347599267959595,1.2277169227600098,1.2345526218414307,0,0.0,0.0
2023-11-08 00:00:00+00:00,1.22901451587677,1.2301334142684937,1.2243348360061646,1.2291808128356934,0,0.0,0.0
2023-11-09 00:00:00+00:00,1.228606939315796,1.2309207916259766,1.225385069847107,1.2285012006759644,0,0.0,0.0
2023-11-10 00:00:00+00:00,1.2215979099273682,1.223825454711914,1.2189027070999146,1.2217023372650146,0,0.0,0.0
2023-11-13 00:00:00+00:00,1.2230321168899536,1.2271745204925537,1.2224639654159546,1.2228227853775024,0,0.0,0.0
2023-11-14 00:00:00+00:00,1.2280335426330566,1.2487980127334595,1.226542353630066,1.228063702583313,0,0.0,0.0
2023-11-15 00:00:00+00:00,1.2494065761566162,1.2499217987060547,1.2405717372894287,1.2494533061981201,0,0.0,0.0
2023-11-16 00:00:00+00:00,1.2423748970031738,1.2455161809921265,1.2378230094909668,1.2422360181808472,0,0.0,0.0
2023-11-17 00:00:00+00:00,1.2415728569030762,1.2442454099655151,1.237593173980713,1.2414957284927368,0,0.0,0.0
2023-11-20 00:00:00+00:00,1.2454074621200562,1.25101637840271,1.2446789741516113,1.2454540729522705,0,0.0,0.0
2023-11-21 00:00:00+00:00,1.2509069442749023,1.2558395862579346,1.2505784034729004,1.2509069442749023,0,0.0,0.0
2023-11-22 00:00:00+00:00,1.2545477151870728,1.254878282546997,1.244926929473877,1.2544218301773071,0,0.0,0.0
2023-11-23 00:00:00+00:00,1.2491099834442139,1.2562813758850098,1.2489851713180542,1.2490007877349854,0,0.0,0.0
2023-11-24 00:00:00+00:00,1.253289818763733,1.261670470237732,1.252536416053772,1.2533526420593262,0,0.0,0.0
2023-11-27 00:00:00+00:00,1.260096549987793,1.2644143104553223,1.2592079639434814,1.2600330114364624,0,0.0,0.0
2023-11-28 00:00:00+00:00,1.263567566871643,1.2714072465896606,1.2608274221420288,1.2634397745132446,0,0.0,0.0
2023-11-29 00:00:00+00:00,1.2713426351547241,1.2732527256011963,1.266640543937683,1.2712295055389404,0,0.0,0.0
2023-11-30 00:00:00+00:00,1.2695833444595337,1.2710033655166626,1.2605571746826172,1.2696397304534912,0,0.0,0.0
2023-12-01 00:00:00+00:00,1.2631845474243164,1.2689712047576904,1.2616068124771118,1.2631685733795166,0,0.0,0.0
2023-12-04 00:00:00+00:00,1.271213412284851,1.2712780237197876,1.2605730295181274,1.2713103294372559,0,0.0,0.0
2023-12-05 00:00:00+00:00,1.2634079456329346,1.2650541067123413,1.2583364248275757,1.2634079456329346,0,0.0,0.0
2023-12-06 00:00:00+00:00,1.2594934701919556,1.2613840103149414,1.2581782341003418,1.2594457864761353,0,0.0,0.0
2023-12-07 00:00:00+00:00,1.2558002471923828,1.2593823671340942,1.2545477151870728,1.2558711767196655,0,0.0,0.0
2023-12-08 00:00:00+00:00,1.2588101625442505,1.2601124048233032,1.2504688501358032,1.258954405784607,0,0.0,0.0
2023-12-11 00:00:00+00:00,1.2557450532913208,1.2591286897659302,1.2535884380340576,1.2554770708084106,0,0.0,0.0
2023-12-12 00:00:00+00:00,1.2554140090942383,1.2608431577682495,1.2518621683120728,1.2554612159729004,0,0.0,0.0
2023-12-13 00:00:00+00:00,1.256969928741455,1.2570710182189941,1.2506252527236938,1.2570710182189941,0,0.0,0.0
2023-12-14 00:00:00+00:00,1.2621641159057617,1.2779062986373901,1.2614158391952515,1.2622915506362915,0,0.0,0.0
2023-12-15 00:00:00+00:00,1.277106523513794,1.2790995836257935,1.2685526609420776,1.2771391868591309,0,0.0,0.0
2023-12-18 00:00:00+00:00,1.2672826051712036,1.2703574895858765,1.2630568742752075,1.2672343254089355,0,0.0,0.0
2023-12-19 00:00:00+00:00,1.2653422355651855,1.276145100593567,1.2650221586227417,1.2651821374893188,0,0.0,0.0
2023-12-20 00:00:00+00:00,1.2730745077133179,1.2731068134307861,1.2632802724838257,1.2732689380645752,0,0.0,0.0
2023-12-21 00:00:00+00:00,1.2640626430511475,1.2692127227783203,1.261479377746582,1.2641266584396362,0,0.0,0.0
2023-12-22 00:00:00+00:00,1.268617033958435,1.274534821510315,1.2680699825286865,1.268499493598938,0,0.0,0.0
2023-12-25 00:00:00+00:00,1.2677003145217896,1.2746647596359253,1.2677003145217896,1.2677003145217896,0,0.0,0.0
2023-12-26 00:00:00+00:00,1.27048659324646,1.2719409465789795,1.2685526609420776,1.27048659324646,0,0.0,0.0
2023-12-27 00:00:00+00:00,1.2728314399719238,1.2801146507263184,1.2700508832931519,1.272718071937561,0,0.0,0.0
2023-12-28 00:00:00+00:00,1.2802294492721558,1.2826762199401855,1.274015188217163,1.2800819873809814,0,0.0,0.0
2023-12-29 00:00:00+00:00,1.2735446691513062,1.2772533893585205,1.2702767848968506,1.2733986377716064,0,0.0,0.0
